2014-11-13 00:00, 10.677, 10.555, 13.935
2014-11-13 00:01, 10.308, 10.188, 13.935
2014-11-13 00:02, 10.224, 10.104, 13.935
2014-11-13 00:03, 10.224, 10.104, 13.935
2014-11-13 00:04, 10.241, 10.121, 13.935
2014-11-13 00:05, 12.306, 0.000, 13.935
2014-11-13 00:06, 12.507, 0.000, 13.935
2014-11-13 00:07, 12.574, 0.000, 13.935
2014-11-13 00:08, 12.625, 0.000, 13.935
2014-11-13 00:09, 12.658, 0.000, 13.935
2014-11-13 00:10, 12.675, 0.000, 13.935
2014-11-13 00:11, 12.692, 0.000, 13.935
2014-11-13 00:12, 12.709, 0.000, 13.935
2014-11-13 00:13, 12.725, 0.000, 13.935
2014-11-13 00:14, 12.742, 0.000, 13.935
2014-11-13 00:15, 12.742, 0.000, 13.935
2014-11-13 00:16, 12.759, 0.000, 13.935
2014-11-13 00:17, 12.759, 0.000, 13.935
2014-11-13 00:18, 12.759, 0.000, 13.935
2014-11-13 00:19, 12.776, 0.000, 13.935
2014-11-13 00:20, 12.776, 0.000, 13.935
2014-11-13 00:21, 12.776, 0.000, 13.935
2014-11-13 00:22, 12.776, 0.000, 13.935
2014-11-13 00:23, 12.792, 0.000, 13.935
2014-11-13 00:24, 12.792, 0.000, 13.935
2014-11-13 00:25, 12.792, 0.000, 13.935
2014-11-13 00:26, 12.792, 0.000, 13.935
2014-11-13 00:27, 12.809, 0.000, 13.935
2014-11-13 00:28, 12.809, 0.000, 13.935
2014-11-13 00:29, 12.809, 0.000, 13.935
2014-11-13 00:30, 13.011, 0.000, 13.011
2014-11-13 00:31, 13.011, 0.000, 13.011
2014-11-13 00:32, 13.078, 0.000, 13.078
2014-11-13 00:33, 13.111, 0.000, 13.112
2014-11-13 00:34, 13.162, 0.000, 13.162
2014-11-13 00:35, 13.179, 0.000, 13.179
2014-11-13 00:36, 13.212, 0.000, 13.213
2014-11-13 00:37, 13.229, 0.000, 13.229
2014-11-13 00:38, 13.246, 0.000, 13.246
2014-11-13 00:39, 13.279, 0.000, 13.280
2014-11-13 00:40, 13.111, 0.000, 13.919
2014-11-13 00:41, 13.078, 0.000, 13.919
2014-11-13 00:42, 13.078, 0.000, 13.919
2014-11-13 00:43, 13.061, 0.000, 13.919
2014-11-13 00:44, 13.044, 0.000, 13.919
2014-11-13 00:45, 13.044, 0.000, 13.935
2014-11-13 00:46, 13.028, 0.000, 13.935
