2014-11-20 00:00, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:01, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:02, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:03, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:04, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:05, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:06, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:07, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:08, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:09, 12.960, 0.000, 13.935, 12.089
2014-11-20 00:10, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:11, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:12, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:13, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:14, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:15, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:16, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:17, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:18, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:19, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:20, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:21, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:22, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:23, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:24, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:25, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:26, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:27, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:28, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:29, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:30, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:31, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:32, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:33, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:34, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:35, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:36, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:37, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:38, 12.960, 0.000, 13.935, 12.072
2014-11-20 00:39, 12.960, 0.000, 13.935, 12.072
